Table 1
County Name,Flown Over X Times,Lattitude Centroid,Longitude Centroid,
'Phillips County',224,40.5938843197,-102.357579601,
'Oktibbeha County',58,33.4249531354,-88.8793051624,
'Floyd County',93,37.5571085124,-82.7457041434,
'Haywood County',105,35.5560557128,-82.9821729698,
'Worth County',67,31.5515116745,-83.8508756933,
'Whitley County',97,36.7580732628,-84.145177727,
'Pawnee County',97,40.1315428804,-96.2370551712,
'Elko County',27,41.1457829623,-115.35770071,
'Lyon County',251,39.020397715,-119.189196841,
'Custer County',150,35.6388377895,-99.0015558433,
'Perry County',179,39.7371483117,-82.2361379221,
'Hopewell city',73,37.2914862292,-77.2984913408,
'Del Norte County',4,41.744942366,-123.957801356,
'Pushmataha County',170,34.416170665,-95.3758623589,
'Echols County',101,30.7100896074,-82.8939351883,
'Bladen County',371,34.6145873342,-78.5636493115,
'Warren County',196,38.7646163949,-91.1606930888,
'Monroe County',90,43.9457158153,-90.6178241184,
'Union County',111,37.6584480026,-87.9453835494,
'Stearns County',78,45.5521529589,-94.6130114109,
'Claiborne County',103,36.4858546341,-83.6604159043,
'Jackson County',75,37.4197763873,-84.0057660473,
'East Baton Rouge Parish',215,30.5382395947,-91.0956166217,
'Toole County',16,48.6553582885,-111.695670939,
'Schley County',77,32.2616858077,-84.3147208166,
'Fremont County',97,44.2287741072,-111.481955865,
'Chippewa County',54,45.0694080018,-91.2798860249,
'Pulaski County',128,37.1039268916,-84.5771762961,
'Lanier County',70,31.0378936572,-83.0626533592,
'Panola County',84,34.3639350883,-89.9505672784,
'Denton County',2632,33.2052512262,-97.1170055183,
'Crawford County',36,42.037212461,-95.3819677478,
'Brooks County',117,30.8419677363,-83.5802119065,
'Miller County',73,31.1639914481,-84.7307216738,
'Allen Parish',46,30.6528705338,-92.8278792297,
'Chemung County',114,42.1412473526,-76.7600260363,
'Cape Girardeau County',69,37.3840412342,-89.6844539015,
'Garden County',99,41.6194314385,-102.335438285,
'Taylor County',78,39.3359933047,-80.0461837011,
'Austin County',195,29.8870240994,-96.2779088915,
'Prince Edward County',109,37.2243021506,-78.4410828106,
'Hardee County',738,27.4927094815,-81.8100059395,
'Wayne County',140,39.8644164614,-85.0098761363,
'McCreary County',140,36.7371415587,-84.4841745377,
'Sanpete County',284,39.3739160769,-111.576354881,
'Kearny County',216,38.00019653,-101.31986081,
'Washington County',22,44.2733844798,-72.6149783508,
'Nowata County',133,36.7984746846,-95.6173556358,
'Benton County',87,38.2948490453,-93.2879464988,
'Northampton County',422,37.3007843394,-75.9285418475,
'Monroe County',102,39.4954650301,-92.0007352464,
'Kanawha County',245,38.336574821,-81.5281178783,
'Brunswick County',217,36.7647498967,-77.8590299644,
'Vance County',139,36.3649169333,-78.4079288849,
'Goshen County',104,42.0879392632,-104.353264458,
'Baldwin County',74,33.0692757535,-83.2495906334,
'Leon County',507,30.458037893,-84.2778815189,
'Russell County',91,36.991034312,-85.0586875538,
'Plymouth County',336,41.9874357661,-70.7370759268,
'Gallia County',93,38.8246749142,-82.316909885,
'Henry County',69,31.5146944202,-85.2414063367,
'Bates County',132,38.2572922743,-94.339996655,
'Madison County',97,32.6347102394,-90.0337143493,
'Lancaster County',399,40.7841735523,-96.687755507,
'Menard County',215,30.8897820069,-99.8206358613,
'Lamar County',134,33.0765357599,-84.1394626622,
'Jefferson County',3,43.8201324535,-112.311302461,
'Marion County',151,35.1293327482,-85.6219924364,
'Surry County',121,37.1169121603,-76.88830957,
'Mille Lacs County',59,45.9380407246,-93.630083459,
'Cheyenne County',409,38.8279397207,-102.603395824,
'Gem County',61,44.061546541,-116.397518964,
'Schoolcraft County',33,46.0424798151,-86.1772944904,
'Carroll County',178,33.5827978515,-85.0797630545,
'DeWitt County',82,29.0820812942,-97.356778445,
'Cecil County',407,39.5624202546,-75.9481069728,
'Navajo County',1440,35.3995733714,-110.321396004,
'Otoe County',63,40.6485010044,-96.1347754194,
'Kearney County',82,40.5067072585,-98.9480216382,
'Gloucester County',53,37.4012086268,-76.5229667418,
'Stanton County',230,37.5630613882,-101.784183191,
'Pike County',135,39.3438351886,-91.1713632054,
'East Feliciana Parish',64,30.8450707709,-91.0455350736,
'Platte County',230,39.3803407733,-94.7737543641,
'Bradford County',174,41.7886677146,-76.5154525457,
'Richland County',53,38.7123597006,-88.0851335477,
'Clark County',259,39.9167779156,-83.7838897267,
'Roanoke city',94,37.2784856293,-79.9580837461,
'Washington County',150,36.2932966258,-82.4974202594,
'Seminole County',1630,28.7169755783,-81.2363275276,
'Hanson County',39,43.6748244159,-97.787331341,
'Valley County',78,44.7666370786,-115.566279021,
'Harrison County',67,39.2835296916,-80.3798749895,
'Williamson County',83,37.7302529228,-88.9299244512,
'Adams County',977,39.8736400746,-104.337801716,
'Harris County',2208,29.8572816038,-95.3923371044,
'Phillips County',172,34.42829125,-90.8480221032,
'Montgomery County',489,39.1363621482,-77.2042373226,
'Shelby County',36,31.7924089362,-94.1450175185,
'Dakota County',570,44.6718744229,-93.0654245878,
'Union County',54,41.0277303995,-94.2423791547,
'Carlisle County',33,36.8532163803,-88.9710587868,
'Cumberland County',69,37.5121196812,-78.2449450925,
'Prentiss County',92,34.6182874723,-88.5200953248,
'Somerset County',317,39.9724398254,-79.0282722626,
'Richmond County',257,33.3596322314,-82.0735477739,
'Wadena County',28,46.5857615606,-94.9694078336,
'Iredell County',357,35.8070259189,-80.8734378255,
'Sac County',52,42.3862603643,-95.1053945569,
'Floyd County',91,43.0599208476,-92.7890033704,
'Stoddard County',72,36.8556222182,-89.9443100866,
'Gaston County',488,35.2943489527,-81.1802416273,
'Hart County',130,37.29992674,-85.8847094016,
'Rice County',63,38.3471428738,-98.2010299558,
'Ness County',143,38.4794187776,-99.9161797856,
'Essex County',795,40.7872147845,-74.2470601526,
'Delaware County',964,39.9168074106,-75.3988998092,
'Stanislaus County',631,37.5591374435,-120.997682895,
'Franklin County',259,39.9274146651,-77.7212449251,
'Luzerne County',195,41.177009812,-75.9890260819,
'Crawford County',15,44.6836111689,-84.6103371078,
'McCulloch County',149,31.1988711407,-99.3474783776,
'Howell County',99,36.7740135585,-91.8865416662,
'Crittenden County',272,35.2079371348,-90.3088719897,
'Hooker County',40,41.9159125951,-101.135334608,
'Galax city',68,36.6660406992,-80.9175879894,
'Passaic County',420,41.0343060095,-74.3007756821,
'Jones County',224,35.0217248029,-77.3551679748,
'Barren County',130,36.9655811681,-85.9336633247,
'Deer Lodge County',63,46.0607701736,-113.067841951,
'Kitsap County',3586,47.6396466034,-122.649176385,
'Orleans Parish',165,30.0686436991,-89.928127921,
'Gadsden County',225,30.5794688821,-84.6135993294,
'Lauderdale County',54,32.4042861987,-88.662541529,
'Canyon County',373,43.6250870279,-116.709270124,
'Gray County',237,37.7381978567,-100.437862948,
'Fannin County',81,34.8641146532,-84.3198525836,
'Clay County',69,35.0571811284,-83.7501767115,
'Clinton County',75,36.7274816255,-85.1360135602,
'Hale County',92,34.0705125102,-101.8268813,
'Jasper County',57,32.0191127391,-89.1188598215,
'Fayette County',140,39.5598830033,-83.4560972785,
'La Crosse County',75,43.9065519065,-91.1151957557,
'Caldwell Parish',48,32.0922715486,-92.1166058761,
'Madison County',63,37.4780954961,-90.3450261596,
'Taliaferro County',66,33.5660908408,-82.8787644687,
'Camden County',333,39.8035392391,-74.9597543553,
'Madison County',103,35.8580358086,-82.7057582627,
'Multnomah County',884,45.5467908912,-122.414922836,
'Boone County',97,38.0229965906,-81.7112126287,
'Knott County',114,37.3540523996,-82.9541313398,
'Jackson County',30,43.6741733017,-95.1541129519,
'Lake County',537,41.4722121302,-87.3763856,
'Park County',288,39.1193028617,-105.717174716,
'Sutton County',94,30.4982930281,-100.538187495,
'Fayette County',129,33.7212061505,-87.7388619701,
'Brule County',31,43.7180588837,-99.0809353963,
'Butler County',557,40.9118486723,-79.9132708157,
'Scott County',74,37.0530460164,-89.5685146862,
'Lee County',290,41.7461054437,-89.3003092504,
'Comal County',700,29.8081801337,-98.2782455413,
'Cayuga County',191,43.0103267267,-76.5743582093,
'Sherman County',238,39.3514336872,-101.719980701,
'Wayne County',331,40.8288491598,-81.8880189942,
'Monterey County',88,36.2397743956,-121.308901554,
'Henry County',258,39.9310397361,-85.3964353742,
'Martin County',77,37.8015772072,-82.5132925147,
'Owsley County',45,37.4192050035,-83.6831118762,
'Millard County',591,39.0732871864,-113.10069891,
'Liberty County',27,48.561754652,-111.024580148,
'Andrew County',86,39.9835107818,-94.8020598986,
'Preston County',85,39.4692968709,-79.6681619853,
'Waupaca County',86,44.4704611746,-88.9647928071,
'Pinellas County',883,27.9026762041,-82.7395539464,
'Watauga County',80,36.2311062795,-81.6964250718,
'Hardy County',210,39.0075029241,-78.8579227191,
'Macon County',81,36.5320343549,-86.0072701421,
'Shawnee County',121,39.0415137637,-95.7565342577,
'Real County',44,29.8317429384,-99.8221669212,
'Clay County',27,42.9145713002,-96.9756376237,
'Barbour County',131,39.1329338744,-80.0030288847,
'Van Buren County',77,35.695981462,-85.4526142035,
'Appanoose County',65,40.74316347,-92.8686104167,
'St. Landry Parish',78,30.5988510952,-92.0058568609,
'Ontario County',324,42.8528477813,-77.2998210492,
'Love County',130,33.9498610997,-97.2441230299,
'Hillsdale County',193,41.8877674933,-84.5929278019,
'Antelope County',78,42.1769034689,-98.0666853094,
'Pulaski County',98,41.0418321081,-86.6987792624,
'Craven County',194,35.117685821,-77.082003837,
'Brown County',121,39.1962111616,-86.2273748048,
'Archuleta County',354,37.1936094363,-107.048288324,
'Carbon County',384,40.9181829168,-75.7088216052,
'Unicoi County',41,36.1107306366,-82.432342828,
'Spartanburg County',402,34.9312465729,-81.9908274743,
'Josephine County',80,42.3654992437,-123.555497668,
'Fayette County',189,39.0001785652,-89.0241202321,
'Wayne County',201,31.5514336788,-81.9167587358,
'Chelan County',356,47.8692071189,-120.618973477,
'Polk County',191,35.2792789622,-82.1696779265,
'Fayette County',347,39.9198995806,-79.6473693491,
'Smith County',99,39.785156359,-98.7854727927,
'De Soto Parish',60,32.0554496236,-93.7372773737,
'Ferry County',20,48.4701446298,-118.516586208,
'Catawba County',171,35.662042354,-81.2150705598,
'Caddo Parish',77,32.5801941764,-93.8823968489,
'Macon County',116,35.1504672096,-83.4221767088,
'Hickman County',59,36.6781704977,-88.9762156953,
'LaSalle County',361,41.3440027805,-88.8859379256,
'Racine County',837,42.7511742879,-87.6960810134,
'Lake County',188,39.2023794705,-106.344837734,
'Santa Clara County',1677,37.2324840341,-121.696278854,
'Charleston County',230,32.8250434949,-79.896819219,
'Clinton County',151,39.4149780091,-83.808378857,
'Rio Grande County',154,37.5825228172,-106.38321036,
'Union County',321,34.9883574887,-80.5307400446,
'Woodruff County',264,35.1863303424,-91.2430822004,
'Rio Arriba County',417,36.5095802749,-106.693083681,
'Marquette County',81,43.8195818941,-89.398748852,
'San Juan County',278,48.5631854705,-122.977512444,
'Gilpin County',166,39.8575436237,-105.522621196,
'Berkeley County',102,39.4640664935,-78.0275428663,
'Jenkins County',72,32.7924711254,-81.9635320121,
'Suwannee County',124,30.1956117481,-82.9914923725,
'Jennings County',106,38.9969300555,-85.6280646001,
'Columbia County',258,42.2500701189,-73.6318704984,
'Owyhee County',23,42.5814260739,-116.169968363,
'Hamlin County',24,44.6737588538,-97.1883336931,
'Raleigh County',136,37.7713611083,-81.2486346747,
'Cass County',236,41.9154003329,-85.9934577475,
'Neshoba County',63,32.7534965705,-89.1175728285,
'Peoria County',156,40.7880635936,-89.7599800409,
'Morrison County',50,46.0126176925,-94.2684153059,
'McIntosh County',159,35.3736416751,-95.6667999353,
'Louisa County',108,41.2185070628,-91.2596183012,
'Fulton County',107,43.1138468547,-74.4221748142,
'St. Mary Parish',51,29.6346233871,-91.4729263457,
'Brown County',75,44.2421397159,-94.7275713188,
'Woodford County',57,38.0423908286,-84.7436031459,
'Buncombe County',235,35.611177887,-82.5301070587,
'Wilbarger County',229,34.0807261331,-99.2410547627,
'Martin County',250,35.843213981,-77.109232267,
'Parke County',185,39.7736200492,-87.2063672164,
'Bremer County',64,42.7745872458,-92.3180548339,
'Morris County',78,33.1134825704,-94.7326503668,
'Addison County',96,44.0309090144,-73.1409413698,
'St. Clair County',89,38.0371780097,-93.775975762,
'Lincoln County',4,43.0023986959,-114.138200808,
'Decatur County',112,35.6030197595,-88.108772783,
'Lawrence County',237,38.8411628915,-86.4834511309,
'Metcalfe County',80,36.9905417852,-85.6292510918,
'Pemiscot County',95,36.2114502716,-89.7853789263,
'Mason County',227,30.7177158024,-99.2261274236,
'Wayne County',182,38.1459486608,-82.4269495914,
'Walton County',113,30.6184688458,-86.1715163089,
'Marquette County',84,46.6628779661,-87.5735241034,
'Boyd County',33,42.8996847625,-98.7664619491,
'Scott County',59,38.291547316,-84.5839338937,
'Campbell County',120,36.4035128143,-84.1493845804,
'La Plata County',292,37.286581954,-107.843270687,
'Alger County',167,46.9482692108,-86.5721601717,
'Lawrence County',122,37.106351208,-93.8329365623,
'Sargent County',44,46.1079382983,-97.6307326898,
'Coles County',87,39.5202961461,-88.2217534978,
'Pope County',45,45.5860205994,-95.4444821595,
'Essex County',131,37.9390693081,-76.9408852763,
'San Miguel County',231,35.4805846794,-104.815897957,
'Iron County',30,46.2086670875,-88.5305528694,
'Van Buren County',100,35.580655379,-92.5156877897,
'Logan County',290,40.3884733432,-83.7658501734,
'Osage County',111,38.6523289215,-95.726945141,
'Houston County',148,31.3177325566,-95.4226771526,
'Choctaw County',51,33.347307069,-89.2483811971,
'Gallatin County',60,37.7627564124,-88.230465738,
'Lawrence County',111,38.5984692441,-82.5367524098,
'Barry County',299,42.5950284307,-85.3089680839,
'Stokes County',109,36.4019040049,-80.2395157151,
'Pickaway County',179,39.6419410966,-83.0243916323,
'Douglas County',166,39.7694547721,-88.2173347046,
'Izard County',93,36.0948699143,-91.9134102959,
'Cole County',95,38.5054099582,-92.2816072464,
'Ralls County',129,39.5276701706,-91.5220242163,
'Franklin County',113,33.1755486771,-95.2184193975,
'Early County',56,31.3228327133,-84.9036434233,
'Newton County',92,32.4002323469,-89.1188085187,
'Jefferson County',97,43.998861771,-76.052068666,
'Tallahatchie County',96,33.9504748127,-90.1732642352,
'Doña Ana County',420,32.3526480947,-106.832721302,
'Langlade County',47,45.2623443714,-89.0719088457,
'Buena Vista County',46,42.7354936212,-95.1511488586,
'Sumter County',78,32.039959396,-84.1970560516,
'Tillamook County',13,45.4566725027,-123.758664685,
'Harrisonburg city',49,38.4361880571,-78.873479236,
'Hancock County',50,37.8415087294,-86.7779252067,
'Brown County',43,45.589722978,-98.3516118048,
'Douglas County',179,38.8846594528,-95.2926063049,
'Falls County',124,31.2532716595,-96.9358470922,
'Houston County',130,36.2859716601,-87.7170356289,
'Grayson County',30,36.6565173634,-81.2248910808,
'Coconino County',1950,35.8386956734,-111.770512718,
'Jackson County',85,39.0196721892,-82.618382939,
'Macon County',122,32.3859736952,-85.6926686622,
'Douglas County',214,43.2853462355,-123.179556863,
'Waldo County',52,44.4852469436,-69.1218807819,
'Neosho County',68,37.55848541,-95.3067923129,
'Greenup County',62,38.5456646906,-82.9222922454,
'Henderson County',77,37.7958423573,-87.5731516422,
'Washita County',205,35.2903672637,-98.9922233091,
'Queen Anne''s County',188,39.0376284098,-76.0850360056,
'Brown County',79,39.8264989183,-95.5642196557,
'Greene County',133,36.1753512461,-82.8458266599,
'Riverside County',2690,33.7436800499,-115.993845895,
'Story County',58,42.0362414924,-93.4650447654,
'Randolph County',102,38.0520825054,-89.825176402,
'Banks County',160,34.3541370113,-83.4973801652,
'Gilliam County',96,45.3782690825,-120.210685268,
'Grimes County',348,30.5434714704,-95.9855029797,
'Wagoner County',151,35.9610853587,-95.5212091489,
'Elbert County',133,34.1167932846,-82.8400954979,
'Hardin County',107,35.1986760952,-88.1844851879,
'Dooly County',108,32.1571759799,-83.7987668507,
'Rhea County',154,35.6087114537,-84.9243960855,
'Young County',254,33.1766957792,-98.6877665573,
'Archer County',135,33.615294221,-98.6876748071,
'Athens County',150,39.3338632113,-82.045128893,
'Oglethorpe County',101,33.8806479609,-83.0807032108,
'Lee County',112,40.6419821705,-91.4792643967,
'Emmet County',6,45.5875424692,-84.9814699602,
'Le Flore County',187,34.900298342,-94.7033667748,
'Buffalo County',13,44.0763500067,-99.2049557543,
'Dewey County',164,35.9876527999,-99.0079245072,
'Montour County',158,41.0279212756,-76.6585617307,
'Genesee County',247,43.0009332766,-78.1937114415,
'York County',154,40.8727457976,-97.5971068674,
'Simpson County',166,36.7419423399,-86.582320534,
'Grant County',190,34.2900177408,-92.4235830486,
'Franklin County',64,31.477145332,-90.8978501232,
'Potter County',249,41.7449210564,-77.895814073,
'Kingfisher County',166,35.9453881052,-97.9421091428,
'Hennepin County',451,45.0045756364,-93.4768864968,
'Christian County',146,39.5458317531,-89.2772543125,
'Osceola County',39,43.9898287022,-85.3252875939,
'Campbell County',215,37.205360404,-79.0965107022,
'Iron County',828,37.8591931317,-113.289465841,
'Petersburg city',61,37.2042660125,-77.3913375552,
'Bibb County',88,32.8064982238,-83.6974200138,
'San Mateo County',2426,37.4362097341,-122.355663195,
'Whitman County',118,46.9012020299,-117.523057733,
'Vernon County',64,37.8505815921,-94.3424415366,
'Elbert County',553,39.2865595002,-104.13588983,
'Rains County',161,32.8703394239,-95.7933763474,
'Grant County',131,37.5621932698,-101.308021268,
'Big Stone County',23,45.4260991444,-96.410918404,
'Garrard County',74,37.6395779036,-84.5376342293,
'Johnson County',62,37.8466393565,-82.8315397747,
'Beaverhead County',115,45.1326999641,-112.898820016,
'Rich County',76,41.6322534258,-111.244509797,
'Hernando County',508,28.5561708513,-82.4684895116,
'Bandera County',101,29.7472049939,-99.246244112,
'Washington County',98,33.2836981018,-90.9474546435,
'Clinton County',174,41.8980358084,-90.5319724291,
'McPherson County',69,38.3916666453,-97.6480798696,
'Lee County',77,32.6011364841,-85.355562704,
'Barnes County',54,46.9361064669,-98.07154012,
'Grant Parish',118,31.599703679,-92.5595204513,
'Olmsted County',46,44.0037525074,-92.401770932,
'Perry County',159,40.3984096201,-77.2622958162,
'Summit County',280,39.634170806,-106.116379137,
'Paulding County',499,33.9205455549,-84.867288503,
'Crawford County',128,32.7145016626,-83.9863423246,
'Richmond County',145,35.0060483545,-79.7477780226,
'Lincoln County',146,33.9574736745,-91.7333211971,
'Meriwether County',159,33.0406559359,-84.6883115804,
'Coryell County',113,31.3909114388,-97.7992042907,
'Adair County',188,41.3307464286,-94.4709413442,
'Broomfield County',1142,39.9541358004,-105.052664798,
'Manatee County',1168,27.4775188749,-82.3575458711,
'Pasquotank County',47,36.2650187228,-76.2492413613,
'Fulton County',173,39.925343626,-78.1126836616,
'Iroquois County',224,40.7472371326,-87.8242979012,
'Poweshiek County',165,41.6864421928,-92.531468397,
'Limestone County',212,34.8100783219,-86.9813747654,
'Patrick County',63,36.6783637366,-80.2842745676,
'LaMoure County',3,46.4569158173,-98.5354613133,
'Mendocino County',129,39.4336238198,-123.431553907,
'Caldwell County',251,29.8371164017,-97.6199983523,
'Goodhue County',101,44.4096825746,-92.7229029989,
'Swain County',140,35.4868150519,-83.4927393736,
'Malheur County',140,43.1934752745,-117.623098133,
'Harding County',430,35.8579354045,-103.820048707,
'Clarke County',28,32.0414016703,-88.6894044448,
'Pickens County',302,34.8873453574,-82.725248963,
'Clinton County',105,40.3016905964,-86.4751595355,
'Atkinson County',33,31.2971083422,-82.8799928978,
'New Kent County',71,37.5052112298,-76.9973400492,
'Galveston County',272,29.3799669428,-94.8626717415,
'Stark County',207,40.813888089,-81.3656367045,
'Kane County',483,41.9388566679,-88.4286377038,
'Kershaw County',227,34.3387988678,-80.5902184298,
'Logan County',172,36.8596987837,-86.8789382363,
'Butler County',71,37.2072808133,-86.68175556,
'Wheeler County',110,32.1170652349,-82.7245932678,
'Columbia County',108,45.943781443,-123.08825568,
'Duplin County',411,34.9365348363,-77.9330277459,
'Avoyelles Parish',177,31.07624372,-92.001376741,
'Sheridan County',71,42.5047730204,-102.408963566,
'Pierce County',234,31.3587576021,-82.2127427051,
'Keokuk County',121,41.3364654753,-92.1786423155,
'Baxter County',91,36.2871782318,-92.3369721117,
'Providence County',210,41.8713684138,-71.578520179,
'Emanuel County',119,32.5897619047,-82.301708462,
'Sarpy County',188,41.1129273435,-96.1119919612,
'Colquitt County',96,31.1883904668,-83.7688482856,
'Shelby County',128,39.3911561848,-88.8055049879,
'Gila County',2321,33.7997498678,-110.811737097,
'Greene County',106,31.2142247537,-88.6391629414,
'Barron County',33,45.4237232587,-91.8483120037,
'Putnam County',460,29.6086348479,-81.7443041288,
'Calhoun County',202,42.2465394718,-85.0055834874,
'Morris County',79,38.6874292494,-96.6498496136,
'Jackson County',176,39.008475666,-94.3461007818,
'Montague County',267,33.6756265521,-97.7246531212,
'Clarke County',236,39.1123184538,-77.9966807915,
'Wayne County',24,31.6407805038,-88.6957976971,
'Plymouth County',52,42.7378473183,-96.2140273941,
'Storey County',897,39.4469307309,-119.529362193,
'Winston County',41,33.0884910001,-89.0344291744,
'Humphreys County',53,33.12869729,-90.5266210224,
'Hampton County',255,32.776276295,-81.1407026054,
'Lowndes County',100,30.8338568988,-83.2677076921,
'Milam County',139,30.7863379319,-96.9768199136,
'Amelia County',208,37.3360260406,-77.9761379333,
'Randolph County',79,31.7626226688,-84.7541920738,
'Runnels County',73,31.8310952481,-99.9762313036,
'Boone County',334,40.0508013832,-86.4686962098,
'Pawnee County',151,36.3168767363,-96.699194634,
'Brown County',168,44.47432886,-87.9928589857,
'Monroe County',139,38.2785594463,-90.1772845526,
'Wayne County',213,35.3639599672,-78.0039971272,
'Auglaize County',154,40.5609114012,-84.2217438305,
'Queens County',1564,40.657513472,-73.8388030183,
'Jefferson County',159,38.2610713047,-90.5376891038,
'Niagara County',190,43.33611095,-78.7708246691,
'Fall River County',8,43.2393780072,-103.527540829,
'Greene County',93,42.0362403729,-94.3968169905,
'Edmunds County',7,45.4187968009,-99.2153257614,
'Jackson County',151,38.9064174884,-86.0375413468,
'Allegheny County',437,40.468833662,-79.9811946065,
'Stutsman County',30,46.9792551456,-98.958838067,
'Tama County',97,42.0798117536,-92.5325425886,
'Nassau County',458,30.6105780997,-81.7714179132,
'Cherokee County',427,34.2439383654,-84.4761934266,
'Scotland County',100,40.4525990445,-92.1470474552,
'Howard County',144,41.2200386132,-98.5170946378,
'Price County',38,45.6803836844,-90.3614492328,
'Hodgeman County',181,38.0874838474,-99.897935995,
'Hancock County',65,44.5628867649,-68.3682079676,
'Richland County',274,34.0218460217,-80.9030859572,
'Gooding County',64,42.9710217012,-114.811514939,
'Chowan County',157,36.1265615389,-76.6021303656,
'Baca County',390,37.3191787991,-102.560476646,
'Bosque County',159,31.9004024441,-97.6343490687,
'Carroll County',143,42.0687539209,-89.9343041982,
'Red Lake County',8,47.8716944124,-96.0953033903,
'Susquehanna County',139,41.8213257512,-75.8006828963,
'Delaware County',255,42.1980879866,-74.9664662769,
'Lancaster County',938,40.0424384345,-76.2477042693,
'St. Louis city',330,38.6357242384,-90.245238047,
'Greenwood County',129,37.8777875638,-96.2326356698,
'Wabash County',114,40.8456930058,-85.7940056739,
'Cache County',878,41.7224295706,-111.743622083,
'Pierce County',182,44.7194015031,-92.4225034913,
'Polk County',159,34.0017844854,-85.1881533822,
'Johnson County',70,38.7440854857,-93.8063674936,
'Baltimore city',1100,39.3009797143,-76.610646905,
'Jefferson County',198,29.8537289242,-94.1534394591,
'Maries County',78,38.1616348912,-91.9248859666,
'Greeley County',37,41.5674402954,-98.5212445201,
'Hamilton County',439,40.072489475,-86.0520142517,
'Lowndes County',104,33.4729092689,-88.4433134871,
'Fulton County',111,40.4727799619,-90.2074818825,
'Burleigh County',10,46.977452062,-100.468737737,
'Trumbull County',252,41.3171740913,-80.7611602655,
'San Miguel County',249,38.0037403985,-108.405922131,
'Marshall County',95,39.8606128566,-80.6633865366,
'Erath County',62,32.23625867,-98.2179667085,
'Marion County',343,44.9033239855,-122.584898334,
'Aransas County',133,28.0847204066,-96.991438734,
'Greer County',72,34.935737081,-99.5607827211,
'Mineral County',103,39.4147218971,-78.9437462563,
'Washington County',97,38.3521828118,-89.4104744564,
'Scott County',66,34.8607684689,-94.0632792993,
'Labette County',97,37.1913273481,-95.297576142,
'Jackson County',69,36.3592115189,-85.6731507891,
'Lake County',1796,28.7614688332,-81.7113031676,
'Porter County',402,41.5088382943,-87.0733191356,
'Hocking County',140,39.4970238369,-82.4792535623,
'Miami County',346,40.0534755081,-84.2288717703,
'Lyon County',34,44.4134915893,-95.8389749015,
'Greene County',144,39.0363277254,-86.962046365,
'Lexington County',253,33.9022896586,-81.2721775142,
'Clayton County',95,42.8447493088,-91.3414327747,
'St. Martin Parish',105,30.1290721039,-91.6082975068,
'Lincoln County',648,38.9880685587,-103.513965366,
'Ouachita County',62,33.5933550412,-92.8819343531,
'Kay County',204,36.8180034435,-97.1439380223,
'Mitchell County',122,39.3932659263,-98.2093648177,
'Tucker County',151,39.1135952897,-79.5649741709,
'Clay County',193,38.4625319965,-81.075087468,
'Vigo County',182,39.4306386001,-87.3899644539,
'Ashland County',243,40.8460241928,-82.2706927711,
'McPherson County',65,41.5680844607,-101.060530422,
'Sawyer County',40,45.8799717759,-91.1446648957,
'Hudson County',4686,40.7309049975,-74.0759554422,
'Sterling County',179,31.8278792017,-101.050008039,
'Eureka County',1,39.9838920238,-116.268559598,
'Curry County',8,34.5741914782,-103.347029228,
'Carroll County',166,36.7315540772,-80.733902516,
'Holt County',66,40.0944306459,-95.215512199,
'Lipscomb County',146,36.2777169084,-100.273115438,
'Boyle County',89,37.6243602285,-84.8668203815,
'Polk County',31,45.4614199106,-92.4413959911,
'Crawford County',160,37.9763768738,-91.3039612785,
'Boone County',139,38.969864478,-84.727848116,
'Logan County',104,41.5664861496,-100.482861357,
'Benton County',85,45.6991358622,-93.9988297843,
'Scotland County',124,34.8408848102,-79.4804292418,
'Moultrie County',110,39.6414721595,-88.6192951938,
'Jefferson County',408,30.4234582107,-83.9004744786,
'Navarro County',363,32.0469291804,-96.4724850654,
'San Juan County',797,36.5085107806,-108.320603167,
'Tazewell County',180,40.5075329902,-89.5134035348,
'Geneva County',52,31.095016693,-85.8389848955,
'Delaware County',111,42.4712208979,-91.367341411,
'Hamilton County',153,30.4964266893,-82.9479591393,
'Hancock County',102,30.3937798122,-89.4745620917,
'Saunders County',196,41.2263705176,-96.6374007438,
'Cattaraugus County',350,42.2486331385,-78.6788502937,
'Knox County',93,36.8906660574,-83.854045282,
'Garfield County',22,46.4315588357,-117.545169287,
'Oconee County',280,34.7535027956,-83.0658604798,
'Warren County',124,40.8488341603,-90.6150375695,
'Madison County',380,34.7630897031,-86.5502065185,
'Camp County',84,32.9732247426,-94.9784769569,
'Page County',80,40.7391440172,-95.1501748646,
'Onslow County',319,34.709836363,-77.4157658244,
'Grainger County',111,36.276258667,-83.5096204438,
'Carlton County',86,46.592401392,-92.6770526205,
'Cumberland County',98,36.7865296888,-85.3884485912,
'Pulaski County',32,37.222980428,-89.1265952453,
'Madison County',290,38.8297122608,-89.90499843,
'Wilson County',58,37.5592414881,-95.7433888048,
'Natchitoches Parish',238,31.7235401557,-93.0962433857,
'Page County',108,38.619423178,-78.4843979826,
'Limestone County',242,31.5454641622,-96.5805297375,
'Iowa County',216,41.6863234292,-92.0655240141,
'Westmoreland County',194,38.1128050013,-76.7998633255,
'Uvalde County',86,29.3573361783,-99.7622052768,
'Emmet County',42,43.37802248,-94.6784802642,
'Wake County',1002,35.7902443741,-78.6503081729,
'Lincoln County',380,37.6433385983,-114.877539979,
'Monroe County',379,41.9213775211,-83.4942863604,
'Hyde County',2,44.5473945862,-99.4871292548,
